"tid","id"
68,"Ectropion"
69,"Ehrlichiosis_%28canine%29"
70,"Elbow_dysplasia"
71,"Entropion"
72,"Epilepsy_in_animals"
73,"Exocrine_pancreatic_insufficiency"
74,"Exophthalmos"
75,"Familial_renal_disease_in_animals"
76,"Eye_proptosis"
77,"Fibrosarcoma"
78,"Florida_keratopathy"
79,"Gingival_enlargement"
80,"Granulomatous_meningoencephalitis"
81,"Heart_valve_dysplasia"
82,"Heartworm"
83,"Hemangiosarcoma"
84,"Hemorrhagic_gastroenteritis"
85,"Hepatic_microvascular_dysplasia"
86,"Hip_dysplasia_%28canine%29"
87,"Histiocytoma_%28dog%29"
88,"Hypertrophic_osteopathy"
89,"Hyperthyroidism"
90,"Hypertrophic_osteodystrophy"
91,"Hypoplasia_of_dens"
92,"Immune_mediated_polygenic_arthritis"
93,"Imperforate_lacrimal_punctum"
94,"Infectious_canine_hepatitis"
95,"Intestinal_cancer_in_cats_and_dogs"
96,"Iris_cyst"
97,"Kennel_cough"
98,"Keratoconjunctivitis_sicca"
99,"Laryngeal_paralysis"
100,"Leptospirosis"
101,"Lick_granuloma"
102,"List_of_dog_diseases"
103,"Liver_cancer_in_cats_and_dogs"
104,"Lymphoma_in_animals"
105,"Luxating_patella"
106,"Lymphangiectasia"
107,"Mammary_tumor"
108,"Malignant_histiocytosis"
109,"Mange"
110,"Mast_cell_tumor"
111,"Masticatory_muscle_myositis"
112,"Megaesophagus"
113,"Mitral_valve_dysplasia"
114,"Necrotizing_meningoencephalitis"
115,"Nose_cancer_in_cats_and_dogs"
116,"Nuclear_sclerosis"
117,"Ocular_melanosis"
118,"Otitis_externa_in_animals"
119,"Osteosarcoma"
120,"Panosteitis"
121,"Perineal_hernia"
122,"Persistent_pupillary_membrane"
123,"Perianal_gland_tumor"
124,"Polyneuropathy_in_dogs_and_cats"
125,"Portosystemic_shunt"
126,"Progressive_retinal_atrophy"
127,"Protothecosis"
128,"Pseudorabies"
129,"Pyometra"
130,"Pug_Dog_encephalitis"
131,"Retinal_dysplasia"
132,"Salmon_poisoning_disease"
133,"Scotty_Cramp"
134,"Shar_Pei_fever"
135,"Skin_cancer_in_cats_and_dogs"
136,"Soft_tissue_sarcoma_in_cats_and_dogs"
137,"Stenotic_nares"
138,"Stomach_cancer_in_cats_and_dogs"
139,"Sudden_acquired_retinal_degeneration"
140,"Synchysis_scintillans"
141,"Toxocariasis"
142,"Tracheal_collapse"
143,"Trichiasis"
144,"Tricuspid_valve_dysplasia"
145,"Vogt-Koyanagi-Harada_syndrome"
146,"White_dog_shaker_syndrome"
147,"Wobbler_disease"
148,"Zygomycosis"
149,"Canine_Leishmaniasis"
150,"Rabies"
151,"Legg%E2%80%93Calv%C3%A9%E2%80%93Perthes_syndrome"
152,"Osteochondritis_dissecans"
153,"Canine_Epileptoid_Cramping_Syndrome"
154,"Aeromonas_hydrophila"
155,"Ammonia_poisoning"
156,"Bath_treatment_%28fishkeeping%29"
157,"Brooklynella_hostilis"
158,"Ceratomyxa_shasta"
159,"Columnaris"
160,"Cryptocaryon"
161,"Disease_in_ornamental_fish"
162,"Enteric_redmouth_disease"
163,"Fin_rot"
164,"Fishkeeping"
165,"Gyrodactylus_salaris"
166,"Henneguya_zschokkei"
167,"Hole_in_the_head_disease"
168,"Ichthyophthirius_multifiliis"
169,"Infectious_salmon_anemia"
170,"Kudoa_thyrsites"
171,"List_of_aquarium_diseases"
172,"Lymphocystis"
173,"Monogenea"
174,"Myxobolus_cerebralis"
175,"Salmonid_susceptibility_to_whirling_disease"
176,"Saprolegnia"
177,"Sea_louse"
178,"Tetracapsuloides_bryosalmonae"
179,"Trypanosoma"
180,"Ulcerative_dermal_necrosis"
181,"Velvet_%28fish_disease%29"
182,"Viral_hemorrhagic_septicemia"
183,"Fish_dropsy"
184,"Carnivorous_protist"
185,"Koi_herpes_virus"
186,"2007_Australian_equine_influenza_outbreak"
187,"African_horse_sickness"
188,"Anticor"
189,"Bovine_papillomavirus"
190,"Choke_%28horse%29"
191,"Chronic_Progressive_Lymphedema"
192,"Contagious_equine_metritis"
193,"Covering_sickness"
194,"Eastern_equine_encephalitis_virus"
195,"Epizootic_lymphangitis"
196,"Equine_Encephalitis"
197,"Equine_Lymphangitis"
198,"Equine_herpesvirus_2"
199,"Equine_herpesvirus_4"
200,"Equine_polysaccharide_storage_myopathy"
201,"Equine_viral_arteritis"
202,"Equine_Exertional_Rhabdomyolysis"
203,"Equine_herpesvirus_1"
204,"Equine_infectious_anemia"
205,"Equine_Protozoal_Myeloencephalitis"
206,"Equine_herpesvirus"
207,"Equine_herpesvirus_3"
208,"Equine_influenza"
209,"Equine_nasal_cysts"
210,"Equine_sarcoid"
211,"Erbovirus"
212,"Ethmoid_hematoma"
213,"Exercise_Induced_Pulmonary_Hemorrhage"
214,"Glanders"
215,"Glycogen_branching_enzyme_deficiency"
216,"Grass_sickness"
217,"Headshaking"
218,"Hereditary_equine_regional_dermal_asthenia"
219,"Horse_colic"
220,"Hyperkalemic_periodic_paralysis"
221,"Junctional_epidermolysis_bullosa"
222,"Laminitis"
223,"Lethal_white_syndrome"
224,"Mare_Reproductive_Loss_Syndrome"
225,"Mud_fever"
226,"Potomac_Horse_Fever"
227,"Recurrent_airway_obstruction"
228,"Strangles"
229,"Sweet_itch"
230,"Venezuelan_equine_encephalitis_virus"
231,"West_Nile_virus"
232,"Wry_nose"
233,"Equine_Recurrent_Uveitis"
234,"Lameness_%28equine%29"
235,"Lavender_Foal_Syndrome"
236,"Quiltor"
237,"Rainscald"
238,"African_swine_fever_virus"
239,"Classical_swine_fever"
240,"Japanese_Encephalitis"
241,"Large_roundworm_of_pigs"
242,"Metastrongylus"
243,"Metastrongylosis"
244,"Mycoplasma_hyopneumoniae"
245,"PEPPADEP"
246,"Porcine_Reproductive_and_Respiratory_Syndrome_Virus"
247,"Postweaning_multisystemic_wasting_syndrome"
248,"SMEDI"
249,"Savaging"
250,"Swine_flu"
251,"Swine_vesicular_disease"
252,"Swinepox"
253,"Swine_brucellosis"
254,"Devil_facial_tumour_disease"
255,"Alan_Symonds"
256,"Card_Walker"
257,"David_Grove_%28Clean_Language%29"
258,"David_Hughes_%28tenor%29"
259,"Francesco_Scavullo"
260,"Hilarion-Pit_Lessard"
261,"Jan_Werner_Danielsen"
262,"Kenneth_N._Taylor"
263,"Maris_Wrixon"
264,"Michael_Wayne"
265,"Miyuki_Kanbe"
266,"Victor_Wong"
267,"Michael_Carmine"
268,"Marc_H._Tanenbaum"
269,"Nanamoli_Bhikkhu"
270,"Ronnie_Dyson"
271,"Sam_Melville_%28actor%29"
272,"Miguel_Montero_%28tango_singer%29"
273,"Ahmed_bin_Salman_bin_Abdulaziz_Al_Saud"
274,"Alexander_Herrmann"
275,"Alfred_A._Knopf_%28person%29"
276,"Anders_Lange"
277,"Andrei_Zhdanov"
278,"Annemarie_Wendl"
279,"Ben_Gage"
280,"Bozo_Miller"
281,"C._G._Finch-Davies"
282,"Byron_Foulger"
283,"Carl_Laemmle"
284,"Charles_Morton"
285,"Clifton_Daniel"
286,"Coleman_Francis"
287,"David_Feintuch"
288,"Douglas_Heyes"
289,"Don_Taylor_%28actor%29"
290,"Dorothea_Church"
291,"Edwina_Booth"
292,"Eivind_Groven"
293,"Elizabeth_Banks_%28journalist%29"
294,"Frank_Conroy_%28actor%29"
295,"Frank_Gibney"
296,"Freeman_Fisher_Gosden"
297,"Gene_Scott_%28tennis%29"
298,"George_Dantzig"
299,"George_Gabb"
300,"George_%27Gabby%27_Hayes"
301,"George_Lutz"
302,"Gerald_Gidwitz"
303,"Gerry_Marshall"
304,"Gerry_Wolff"
305,"Gladys_Swarthout"
306,"Grady_Johnson"
307,"Harold_Cruse"
308,"Harold_J._Gibbons"
309,"Harold_Culbert"
310,"Harold_M._Ryan"
311,"Herbert_Haft"
312,"Hermann_Eilts"
313,"Hilda_Bernstein"
314,"Hiroyuki_Iwaki"
315,"Holly_One"
316,"Huntz_Hall"
317,"Howard_Morris"
318,"Israel_Segal"
319,"Jack_Arnold_%28director%29"
320,"Jacques_Simonet"
321,"James_Komack"
322,"Jacques_Roumain"
323,"Jeff_Smith_%28TV_personality%29"
324,"Jimmy_Rowles"
325,"Jimmy_MacDonald_%28sound_effects_artist%29"
326,"Joan_O%27Hara"
327,"John_O%27Hara"
328,"John_A._Garraty"
329,"John_McPhee_%28Australian_politician%29"
330,"Junius_Matthews"
331,"Kevin_O%27Flanagan"
332,"Koji_Hashimoto_%28director%29"
333,"Lalit_Suri"
334,"Lawrence_Dobkin"
335,"Leonardo_Rodr%C3%ADguez_Alcaine"
336,"Lew_Cody"
337,"Lionel_Newman"
338,"Lloyd_McBride"
339,"M._G._G._Pillai"
340,"Manuel_Bento"
341,"Marijohn_Wilkin"
342,"Marquis_Childs"
343,"Nair_Bello"
344,"Nelson_S._Bond"
345,"Nelson_W._Polsby"
346,"Nicholas_Pumfrey"
347,"Norman_Harris"
348,"Otto_Lang_%28film_producer%29"
349,"P._K._Sethi"
350,"Paul_Darragh"
351,"Paul_Dudley_White"
352,"Percy_Helton"
353,"Philip_Merivale"
354,"Philip_Ober"
355,"Pope_John_Paul_I_conspiracy_theories"
356,"Rachel_de_Queiroz"
357,"Roy_Acuff"
358,"S._Yizhar"
359,"Saul_Swimmer"
360,"Seri_Wangnaitham"
361,"Seth_Holt"
362,"Setsuya_Tabuchi"
363,"Ted_Williams"
364,"Tessie_O%27Shea"
365,"The_Amazing_Criswell"
366,"Theodore_Roosevelt"
367,"Thomas_W._Moore"
368,"Thomas_Herrion"
369,"Thurgood_Marshall"
370,"Tige_Andrews"
371,"Tim_Kennelly"
372,"Tom_Gregory"
373,"Tom_Powers"
374,"Tony_Accardo"
375,"Tom_Wilson_%28producer%29"
376,"Tommy_Byrne_%28baseball%29"
377,"Tony_Conigliaro"
378,"Tom_Bevill"
379,"Tom_Nugent"
380,"Tommy_Bond"
381,"Tommy_James_%28football_player%29"
382,"Tor_Kamata"
383,"Trixie_Friganza"
384,"Tsai_Wan-lin"
385,"Una_O%27Connor"
386,"Valent%C3%ADn_Paniagua"
387,"Vern_B._Moore"
388,"Vernon_Derrick"
389,"Vilma_B%C3%A1nky"
390,"Virginia_Christine"
391,"Vincent_Gigante"
392,"Vivian_McGrath"
393,"Vladek_Sheybal"
394,"W._L._Rambo"
395,"Walerian_Borowczyk"
396,"Walter_Huston"
397,"Walter_Matthau"
398,"Walter_O%27Keefe"
399,"Walter_Bareiss"
400,"Walter_O%27Malley"
401,"Warren_Mitofsky"
402,"Wendell_Willkie"
403,"Wayne_Cody"
404,"Wilfrid_Hyde-White"
405,"Wilhelm_Reich"
406,"William_Boyd_%28actor%29"
407,"William_IV_of_the_United_Kingdom"
408,"William_J._McCarthy"
409,"William_H._Milliken%2C_Jr."
410,"William_Howard_Taft"
411,"William_J._Crowe"
412,"William_Kunstler"
413,"Willie_Dixon"
414,"William_Beardmore%2C_1st_Baron_Invernairn"
415,"William_Conrad"
416,"William_Edwards_%28politician%29"
417,"William_Hartnell"
418,"William_King_Harvey"
419,"Willibrord_Benzler"
420,"Wilt_Chamberlain"
421,"William_N._Doak"
422,"William_S._Taylor"
423,"William_Sloane_Coffin"
424,"Xavier_Chamorro_Cardenal"
425,"Xavier_Cugat"
426,"Zaldy_Zshornack"
427,"Zerelda_James"
428,"Zero_Mostel"
429,"Zoran_Be%C4%8Di%C4%87"
430,"Zhang_Bairen"
431,"Art_Frantz"
432,"A.W._Hackel"
433,"J._Pat_O%27Malley"
434,"Alexander_Muddiman"
435,"Emory_Parnell"
436,"Allen_Bares"
437,"Herschel_Burke_Gilbert"
438,"Charles_Roy_Henderson"
439,"Clarence_D._Wiley"
440,"William_Fawcett_%28actor%29"
441,"Frank_Bunker_Gilbreth%2C_Sr."
442,"Gordon_Gray_%28cardinal%29"
443,"Harry_Rosenthal"
444,"Herbert_Ormond"
445,"Ira_Tucker"
446,"Jerome_Patrick"
447,"Kazumi_Tanaka"
448,"Les_Whitt"
449,"Lois_Roisman"
450,"Max_Wagner"
451,"Paul_Dickey"
452,"Nubar_Gulbenkian"
453,"Steve_Belichick"
454,"Steve_Ridzik"
455,"Steven_C._Hebert"
456,"Abraham_Brumberg"
457,"Arthur_Garford"
458,"Detlef_Kraus"
459,"Diego_Catal%C3%A1n"
460,"Fred_Crane_%28actor%29"
461,"Maria_Young_Dougall"
462,"Marvin_Sylvor"
463,"Vinod_Chowdhury"
464,"William_Fetherstone_Montgomery"
465,"Acipimox"
466,"ApoA-1_Milano"
467,"Benfluorex"
468,"Bile_acid_sequestrant"
469,"Cholesterol_absorption_inhibitor"
470,"Cholestyramine"
471,"Colesevelam"
472,"Ezetimibe"
473,"Hypolipidemic_agent"
474,"Lapaquistat"
475,"Magnesium_pyridoxal_5-phosphate_glutamate"
476,"Meglutol"
477,"Niacin"
478,"Torcetrapib"
479,"Mipomersen"
480,"Acute_coronary_syndrome"
481,"Angina_pectoris"
482,"Angor_animi"
483,"Coronary_artery_disease"
484,"Hibernating_myocardium"
485,"Ischaemic_heart_disease"
486,"Myocardial_infarction"
487,"Myocytolysis"
488,"Prinzmetal%27s_angina"
489,"Stunned_myocardium"
490,"TIMI"
491,"Thrombolysis_In_Myocardial_Infarction"
492,"Factitious_disorder"
493,"Ganser_syndrome"
494,"Munchausen_by_Internet"
495,"Munchausen_syndrome"
496,"Wendi_Scott"
497,"Wendy_Scott"
498,"Munchausen_syndrome_by_proxy"
499,"George_Teasdale"
500,"Abdominal_distension"
501,"Acid_indigestion"
502,"Anorexia_%28symptom%29"
503,"Bloating"
504,"Coffee_ground_vomiting"
505,"Constipation"
506,"Diarrhea"
507,"Dyspepsia"
508,"Heartburn"
509,"Nausea"
510,"Pseudodiarrhea"
511,"Retching"
512,"Traveler%27s_diarrhea"
513,"Vomiting"
514,"Weight_loss"
515,"Belching"
516,"Wilderness_and_diarrhea"
517,"Acyanotic_heart_defect"
518,"Atrial_septal_defect"
519,"Congenital_heart_defect"
520,"Cor_triatriatum"
521,"Cyanotic_heart_defect"
522,"Dextro-Transposition_of_the_great_arteries"
523,"Double_inlet_left_ventricle"
524,"Double_outlet_right_ventricle"
525,"Ebstein%27s_anomaly"
526,"Fontan_procedure"
527,"GUCH"
528,"Hypoplastic_left_heart_syndrome"
529,"Interrupted_aortic_arch"
530,"Levo-Transposition_of_the_great_arteries"
531,"Noncompaction_cardiomyopathy"
532,"Norwood_procedure"
533,"Overriding_aorta"
534,"Patent_ductus_arteriosus"
535,"Persistent_truncus_arteriosus"
536,"Pulmonary_atresia"
537,"Sakati-Nyhan-Tisdale_syndrome"
538,"Taussig-Bing_syndrome"
539,"Tetralogy_of_Fallot"
540,"Transposition_of_the_great_vessels"
541,"Uhl_anomaly"
542,"Ventricular_septal_defect"
543,"Migraines_associated_with_PFO_heart_defect"
544,"Kawashima_procedure"
545,"Globulomaxillary_cyst"
546,"Median_alveolar_cyst"
547,"Median_palatal_cyst"
548,"Nasolabial_cyst"
549,"Nasopalatine_cyst"
550,"Dentigerous_cyst"
551,"Peritonitis"
552,"Agent_Smith"
553,"Captain_Trips"
554,"D-Reaper"
555,"Human_Meta-Human_Vampiric_Virus"
556,"Legacy_Virus"
557,"List_of_Mega-Virus_monsters"
558,"Macrovirus_%28fiction%29"
559,"Pod_People_%28Invasion_of_the_Body_Snatchers%29"
560,"Techno-organic_virus"
561,"Viruses_in_the_Resident_Evil_series"
562,"17-beta-hydroxysteroid_dehydrogenase_deficiency"
563,"2-Hydroxyglutaric_aciduria"
564,"3-Methylcrotonyl-CoA_carboxylase_deficiency"
565,"Abderhalden-Kaufmann-Lignac_syndrome"
566,"Ablepharon_macrostomia_syndrome"
567,"Acrodermatitis_enteropathica"
568,"Acheiropodia"
569,"Acute_fatty_liver_of_pregnancy"
570,"Abdallat_Davis_Farrage_syndrome"
571,"Abetalipoproteinemia"
572,"Acatalasia"
573,"Aceruloplasminemia"
574,"Adenosine_deaminase_deficiency"
575,"Adducted_thumb_syndrome"
576,"Adenine_phosphoribosyltransferase_deficiency"
577,"Adenylosuccinate_lyase_deficiency"
578,"Aldolase_A_deficiency"
579,"Alkaptonuria"
580,"Alpha-mannosidosis"
581,"Arterial_tortuosity_syndrome"
582,"Argininosuccinic_aciduria"
583,"Atelosteogenesis%2C_type_II"
584,"Atransferrinemia"
585,"Aspartylglucosaminuria"
586,"Bare_lymphocyte_syndrome"
587,"Batten_disease"
588,"Behr%27s_syndrome"
589,"Bietti%27s_crystalline_dystrophy"
590,"Beta-ketothiolase_deficiency"
591,"Bernard-Soulier_syndrome"
592,"Bloom_syndrome"
593,"Biotinidase_deficiency"
594,"Blue_diaper_syndrome"
595,"CAMFAK_syndrome"
596,"Canavan_disease"
597,"Carbamoyl_phosphate_synthetase_I_deficiency"
598,"Carnitine-acylcarnitine_translocase_deficiency"
599,"Carnitine_palmitoyltransferase_I_deficiency"
600,"Carnitine_palmitoyltransferase_II_deficiency"
601,"Carpenter_syndrome"
602,"Cartilage-hair_hypoplasia"
603,"Cenani_Lenz_syndactylism"
604,"Cerebrotendineous_xanthomatosis"
605,"Chondrodystrophy"
606,"Chorea_acanthocytosis"
607,"Citrullinemia"
608,"Cockayne_syndrome"
609,"Congenital_adrenal_hyperplasia_due_to_21-hydroxylase_deficiency"
610,"Congenital_adrenal_hyperplasia"
611,"Congenital_hepatic_fibrosis"
612,"Craniodiaphyseal_dysplasia"
613,"Cystinuria"
614,"Cystic_fibrosis"
615,"D-Glyceric_acidemia"
616,"Cystathioninuria"
617,"Cystinosis"
618,"Diastrophic_dysplasia"
619,"Dihydropyrimidine_dehydrogenase_deficiency"
620,"Donohue_syndrome"
621,"Dubin-Johnson_syndrome"
622,"Dubowitz_syndrome"
623,"Ellis-van_Creveld_syndrome"
624,"Essential_fructosuria"
625,"Ethylmalonic_encephalopathy"
626,"Familial_isolated_vitamin_e_deficiency"
627,"Familial_Mediterranean_fever"
628,"Farber_disease"
629,"Familial_dysautonomia"
630,"Fanconi_anemia"
631,"Fountain_syndrome"
632,"Fraser_syndrome"
633,"Friedreich%27s_ataxia"
634,"Fucosidosis"
635,"Fumarase_deficiency"
636,"Galactose-1-phosphate_uridylyltransferase_galactosemia"
637,"Galactose_epimerase_deficiency"
638,"Galactokinase_deficiency"
639,"Gangliosidosis"
640,"GM2-gangliosidosis%2C_AB_variant"
641,"Galloway_Mowat_syndrome"
642,"Gastroschisis"
643,"Gaucher%27s_disease"
644,"Giant_axonal_neuropathy"
645,"Gitelman_syndrome"
646,"Glanzmann%27s_thrombasthenia"
647,"Glutaric_aciduria_type_1"
648,"Glutaric_acidemia_type_2"
649,"Glycogen_storage_disease_type_II"
650,"Glycogen_storage_disease_type_V"
651,"Glucose-galactose_malabsorption"
652,"Glutathione_synthetase_deficiency"
653,"Glycogen_storage_disease_type_I"
654,"Glycogen_storage_disease_type_III"
655,"Griscelli_syndrome"
656,"Guanidinoacetate_methyltransferase_deficiency"
657,"Hartnup_disease"
658,"Harlequin_type_ichthyosis"
659,"Hemophagocytic_lymphohistiocytosis"
660,"Hereditary_pyropoikilocytosis"
661,"Hermansky-Pudlak_syndrome"
662,"Histidinemia"
663,"Holocarboxylase_synthetase_deficiency"
664,"Homocystinuria"
665,"Hurler_syndrome"
666,"Hypermethioninemia"
667,"Ichthyosis_lamellaris"
668,"Hyperlysinemia"
669,"Hyperprolinemia"
670,"Hypervalinemia"
671,"ICF_syndrome"
672,"Impossible_syndrome"
673,"Infantile_neuroaxonal_dystrophy"
674,"Isobutyryl-coenzyme_A_dehydrogenase_deficiency"
675,"Isovaleric_acidemia"
676,"Jervell_and_Lange-Nielsen_syndrome"
677,"Juvenile_Primary_Lateral_Sclerosis"
678,"Kaufman_oculocerebrofacial_syndrome"
679,"Kindler_syndrome"
680,"Krabbe_disease"
681,"Lafora_disease"
682,"Kugelberg-Welander_disease"
683,"Laron_syndrome"
684,"Lecithin_cholesterol_acyltransferase_deficiency"
685,"Leukocyte_adhesion_deficiency"
686,"Long-chain_3-hydroxyacyl-coenzyme_A_dehydrogenase_deficiency"
687,"Lucey-Driscoll_syndrome"
688,"Lysinuric_protein_intolerance"
689,"Malonyl-CoA_decarboxylase_deficiency"
690,"Maple_syrup_urine_disease"
691,"Meckel_syndrome"
692,"Medium-chain_acyl-coenzyme_A_dehydrogenase_deficiency"
693,"Mevalonic_aciduria"
694,"Metachromatic_leukodystrophy"
695,"Methemoglobinemia"
696,"Methylmalonic_acidemia"
697,"Microvillous_inclusion_disease"
698,"Mitochondrial_trifunctional_protein_deficiency"
699,"Morquio_syndrome"
700,"Mucolipidosis_type_IV"
701,"Mucopolysaccharidosis"
702,"Mucolipidosis"
703,"N-Acetylglutamate_synthase_deficiency"
704,"Nemaline_myopathy"
705,"Nephronophthisis"
706,"Nezelof_syndrome"
707,"Niemann-Pick_disease"
708,"Ochronosis"
709,"Oguchi_disease"
710,"Omenn_syndrome"
711,"Ornithine_translocase_deficiency"
712,"Orotic_aciduria"
713,"Otospondylomegaepiphyseal_dysplasia"
714,"Pendred_syndrome"
715,"Phenylketonuria"
716,"Phosphofructokinase_deficiency"
717,"Progressive_external_ophthalmoplegia"
718,"Prolidase_deficiency"
719,"Primary_carnitine_deficiency"
720,"Primary_ciliary_dyskinesia"
721,"Propionic_acidemia"
722,"Pseudoxanthoma_elasticum"
723,"Pyruvate_carboxylase_deficiency"
724,"Purine_nucleoside_phosphorylase_deficiency"
725,"Rabson-Mendenhall_syndrome"
726,"Raine_syndrome"
727,"Rapadilino_syndrome"
728,"Recessive_multiple_epiphyseal_dysplasia"
729,"Renal_dysplasia-limb_defects_syndrome"
730,"Rothmund-Thomson_syndrome"
731,"Rotor_syndrome"
732,"Sabinas_brittle_hair_syndrome"
733,"Saccharopinuria"
734,"Salla_disease"
735,"Sanfilippo_syndrome"
736,"Sandhoff_disease"
737,"Sarcosinemia"
738,"Short-chain_acyl-coenzyme_A_dehydrogenase_deficiency"
739,"Shwachman-Diamond_syndrome"
740,"Sickle-cell_disease"
741,"Situs_inversus"
742,"Sly_syndrome"
743,"Smith-Lemli-Opitz_syndrome"
744,"Sugarman_syndrome"
745,"Succinic_semialdehyde_dehydrogenase_deficiency"
746,"Tangier_disease"
747,"Tay-Sachs_disease"
748,"Tetrahydrobiopterin_deficiency"
749,"Thalassemia"
750,"Trimethylaminuria"
751,"Triosephosphate_isomerase_deficiency"
752,"Tyrosinemia"
753,"Usher_syndrome"
754,"Very_long-chain_acyl-coenzyme_A_dehydrogenase_deficiency"
755,"Vici_syndrome"
756,"Weissenbacher-Zweym%C3%BCller_syndrome"
757,"Werdnig-Hoffman_disease"
758,"Werner_syndrome"
759,"Wilson%27s_disease"
760,"Wolman_disease"
761,"Xeroderma_pigmentosum"
762,"Zazam_Sheriff_Phillips_syndrome"
763,"Yunis-Varon_syndrome"
764,"ZAP70_deficiency"
765,"Zunich-Kaye_syndrome"
766,"Acrocallosal_syndrome"
767,"Aicardi-Goutieres_syndrome"
768,"Argininemia"
769,"Antley-Bixler_syndrome"
770,"Beta-mannosidosis"
771,"Carnosinemia"
772,"Chediak-Higashi_syndrome"
773,"EEM_syndrome"
774,"Gunther_disease"
775,"Keutel_syndrome"
776,"Meleda_disease"
777,"Micro_syndrome"
778,"Netherton_syndrome"
779,"Oculodentodigital_syndrome"
780,"Papillon-Lefevre_syndrome"
781,"Persistent_Mullerian_duct_syndrome"
782,"Reproductive_compensation"
783,"Renal-hepatic-pancreatic_dysplasia"
784,"Richner_Hanhart_syndrome"
785,"Type_I_tyrosinemia"
786,"Type_III_tyrosinemia"
787,"Type_II_tyrosinemia"
788,"Urocanic_aciduria"
789,"Woodhouse-Sakati_syndrome"
790,"Pseudodominance"
791,"Restrictive_dermopathy"
792,"Achromatopsia"
793,"Andersen-Tawil_syndrome"
794,"Autosomal_dominant_nocturnal_frontal_lobe_epilepsy"
795,"Bartter_syndrome"
796,"Benign_familial_neonatal_convulsions"
797,"Brugada_syndrome"
798,"Channelopathy"
799,"Childhood_absence_epilepsy"
800,"Congenital_hyperinsulinism"
801,"Congenital_insensitivity_to_pain"
802,"Episodic_ataxia"
803,"Erythromelalgia"
804,"Familial_atrial_fibrillation"
805,"Familial_hemiplegic_migraine"
806,"Focal_segmental_glomerulosclerosis"
807,"Generalized_epilepsy_with_febrile_seizures_plus"
808,"Hypomagnesemia_with_secondary_hypocalcemia"
809,"Hypokalemic_periodic_paralysis"
810,"Juvenile_myoclonic_epilepsy"
811,"Long_QT_syndrome"
812,"Malignant_hyperthermia"
813,"Myotonia_congenita"
814,"Nonsyndromic_deafness"
815,"Paramyotonia_congenita"
816,"Paroxysmal_extreme_pain_disorder"
817,"Periodic_paralysis"
818,"Polycystic_kidney_disease"
819,"Potassium-aggravated_myotonia"
820,"Retinitis_pigmentosa"
821,"Romano-Ward_syndrome"
822,"Short_QT_syndrome"
823,"Spinocerebellar_ataxia_type-13"
824,"Spinocerebellar_ataxia_type-6"
825,"Timothy_syndrome"
826,"X-linked_congenital_stationary_night_blindness"
827,"Benign_rolandic_epilepsy"
828,"Hypokalemic_sensory_overstimulation"
829,"Maculopathy"
830,"Ataxia_telangiectasia"
831,"Chromosome_instability_syndrome"
832,"Nijmegen_breakage_syndrome"
833,"Down_syndrome"
834,"Genetic_origins_of_Down_syndrome"
835,"Health_aspects_of_Down_syndrome"
836,"Research_of_Down_syndrome-related_genes"
837,"Centro_Ann_Sullivan_del_Per%C3%BA"
838,"ASPM_%28Gene%29"
839,"Common_gamma_chain"
840,"Cystic_fibrosis_transmembrane_conductance_regulator"
841,"DAB1"
842,"Factor_XI"
843,"Factor_IX"
