"id","name"
"DB00025","antihemophilic factor"
"DB00026","ICIL-1RA"
"DB00026","IL-1RN"
"DB00026","IL-1ra"
"DB00026","IL1 inhibitor"
"DB00026","IRAP"
"DB00026","Interleukin-1 receptor antagonist protein precursor"
"DB00027","Neosporin"
"DB00028","Ig alpha-2 chain C region"
"DB00028","immune globulin"
"DB00029","Tissue-type plasminogen activator precursor"
"DB00029","t- PA"
"DB00029","t-plasminogen activator"
"DB00029","tPA"
"DB00030","Insulin precursor"
"DB00031","Tissue-type plasminogen activator precursor"
"DB00031","t- PA"
"DB00031","t-plasminogen activator"
"DB00031","tPA"
"DB00032","LH-B"
"DB00032","LSH- beta"
"DB00032","LSH-B"
"DB00032","Luteinizing hormone beta subunit"
"DB00032","Lutropin beta chain precursor"
"DB00033","IFN-gamma"
"DB00033","Immune interferon"
"DB00033","Interferon gamma precursor"
"DB00033","interferon gamma-1b"
"DB00034","Interferon alfa-2a"
"DB00034","Oral interferon alfa"
"DB00034","rIFN-alpha-2a"
"DB00035","1-Deamino-8-D-arginine vasopressin"
"DB00035","1-Desamino-8-D-arginine vasopressin"
"DB00035","1-Desamino-8-d-arginine-vasopressin"
"DB00035","DDAVP"
"DB00035","Desmopresina [INN-Spanish]"
"DB00035","Desmopressin acetate"
"DB00035","Desmopressine [INN-French]"
"DB00035","Desmopressinum [INN-Latin]"
"DB00036","Coagulation factor VII precursor"
"DB00036","Eptacog alfa"
"DB00036","Proconvertin"
"DB00036","SPCA"
"DB00036","Serum prothrombin conversion accelerator"
"DB00038","AGIF"
"DB00038","Adipogenesis inhibitory factor"
"DB00038","IL-11"
"DB00038","Interleukin-11 precursor"
"DB00038","oprelvekin"
"DB00039","FGF-7"
"DB00039","Fibroblast growth factor- 7"
"DB00039","HBGF-7"
"DB00039","KGF"
"DB00039","Keratinocyte growth factor precursor"
"DB00041","IL-2"
"DB00041","Interleukin-2 precursor"
"DB00041","T-cell growth factor"
"DB00041","TCGF"
"DB00041","aldesleukin"
"DB00042","BTX-B"
"DB00042","Botulinum neurotoxin type B precursor"
"DB00043","Ig gamma-1 chain C region"
"DB00044","LH-B"
"DB00044","LSH- beta"
"DB00044","LSH-B"
"DB00044","Luteinizing hormone beta subunit"
"DB00044","Lutropin beta chain precursor"
"DB00045","Outer surface protein A precursor"
"DB00046","Humalog"
"DB00046","Insulin Lispro"
"DB00047","Insulin glargine"
"DB00048","AA4500"
"DB00048","collagenase"
"DB00049","Urate oxidase"
"DB00049","Uricase"
"DB00049","rasburicase"
"DB00050","Cetrorelix Acetate"
"DB00050","Cetrorelixum [INN-Latin]"
"DB00050","PT-141"
"DB00050","SB 75"
"DB00050","SB-75"
"DB00050","bremelanotide"
"DB00051","Ig gamma-1 chain C region"
"DB00052","GH"
"DB00052","GH-N"
"DB00052","Growth hormone"
"DB00052","Growth hormone 1"
"DB00052","Pituitary growth hormone"
"DB00052","Somatotropin precursor"
"DB00052","Somatropin"
"DB00053","Acid beta-glucosidase"
"DB00053","Beta-glucocerebrosidase"
"DB00053","D-glucosyl-N-acylsphingosine glucohydrolase"
"DB00053","Glucosylceramidase precursor"
"DB00054","7E3 antibody"
"DB00054","ReoPro"
"DB00054","abciximab"
"DB00054","antiGPIIBIIIa"
"DB00054","c7E3"
"DB00055","Anticoagulant protein C"
"DB00055","Autoprothrombin IIA"
"DB00055","Blood coagulation factor XIV"
"DB00055","Vitamin K-dependent protein C precursor"
"DB00055","drotrecogin alfa"
"DB00056","Mylotarg"
"DB00056","anti-CD33"
"DB00056","gemtuzumab ozogamicin"
"DB00058","Alpha 1-antitrypsin"
"DB00058","Alpha-1 protease inhibitor"
"DB00058","Alpha-1-antiproteinase"
"DB00058","Alpha-1-antitrypsin precursor"
"DB00059","L-asparagine amidohydrolase"
"DB00059","Putative L-asparaginase precursor"
"DB00060","Fibroblast interferon"
"DB00060","IFN-beta"
"DB00060","Interferon beta precursor"
"DB00061","Adenosine aminohydrolase"
"DB00061","Adenosine deaminase"
"DB00062","Serum albumin precursor"
"DB00063","Integrelin"
"DB00063","Intrifiban"
"DB00063","eptifibatide"
"DB00064","Serum albumin precursor"
"DB00065","Ig gamma-1 chain C region"
"DB00066","FSH-B"
"DB00066","FSH-beta"
"DB00066","Follicle-stimulating hormone beta subunit"
"DB00066","Follitropin alfa/beta"
"DB00066","Follitropin beta chain precursor"
"DB00067","3-Isoleucyl vasopressin"
"DB00067","Arginine oxytocin"
"DB00067","Arginine vasotocin"
"DB00067","Argiprestocin"
"DB00067","Pitressin tannate"
"DB00067","Vasopressin, isoleucyl"
"DB00067","Vasopressin, non-mammalian"
"DB00067","Vasotocin"
"DB00068","Fibroblast interferon"
"DB00068","IFN-beta"
"DB00068","Interferon beta precursor"
"DB00069","CIFN"
"DB00069","IFN Alfacon-1"
"DB00069","Interferon Consensus, Methionyl"
"DB00069","Recombinant Consensus Interferon"
"DB00069","Recombinant methionyl human consensus interferon"
"DB00069","consensus interferon"
"DB00069","methionyl interferon consensus"
"DB00069","methionyl-interferon-consensus"
"DB00069","rCon-IFN"
"DB00070","Hyal-1"
"DB00070","Hyaluronidase 1 precursor"
"DB00070","Hyaluronidase PH-20"
"DB00070","Sperm adhesion molecule 1"
"DB00070","Sperm surface protein PH-20"
"DB00070","hyaluronidase"
"DB00071","Insulin precursor"
"DB00072","Anti HER2"
"DB00072","Ig gamma-1 chain C region"
"DB00073","AntiCD20"
"DB00073","Ig gamma-1 chain C region"
"DB00074","Ig gamma-1 chain C region"
"DB00074","chimeric mouse-human antiCD25"
"DB00075","AntiCD3"
"DB00075","Muromonab-CD3"
"DB00076","Ig gamma-2A chain C region, A allele"
"DB00078","Ig gamma-2A chain C region, membrane-bound form"
"DB00078","radiolabeled murine anti-CD20"
"DB00080","LY 146032"
"DB00080","daptomycin"
"DB00081","Ig gamma-1 chain C region"
"DB00082","GH"
"DB00082","GH-N"
"DB00082","Growth hormone"
"DB00082","Growth hormone 1"
"DB00082","Pituitary growth hormone"
"DB00082","Somatotropin precursor"
"DB00083","BTX-A"
"DB00083","BoNT/A"
"DB00083","Bontoxilysin A"
"DB00083","Botulinum neurotoxin type A precursor"
"DB00083","botulinum toxin type A"
"DB00085","1,4-alpha-D- glucan glucanohydrolase"
"DB00085","PA"
"DB00085","Pancreatic alpha-amylase precursor"
"DB00085","pancrelipase"
"DB00086","Streptokinase C precursor"
"DB00087","alemtuzumab"
"DB00088","Acid beta-glucosidase"
"DB00088","Beta-glucocerebrosidase"
"DB00088","D-glucosyl-N-acylsphingosine glucohydrolase"
"DB00088","Glucosylceramidase precursor"
"DB00089","Capromab pendetide"
"DB00089","ProstaScint"
"DB00090","Alpha-L-iduronidase precursor"
"DB00091","Ciclosporin"
"DB00091","Cyclosporin"
"DB00091","Cyclosporin A"
"DB00091","cyclosporine"
"DB00092","ASP0485"
"DB00092","Amevive"
"DB00092","alefacept"
"DB00093","2-(L-Phenylalanine)-8-L-lysinevasopressin"
"DB00094","FSH-B"
"DB00094","FSH-beta"
"DB00094","Follicle-stimulating hormone beta subunit"
"DB00094","Follitropin beta chain precursor"
"DB00095","Raptiva"
"DB00095","anti alphaL integrin"
"DB00095","antiCD11 alpha"
"DB00095","efalizumab"
"DB00095","hu1124"
"DB00096","Serum albumin precursor"
"DB00097","CG-beta"
"DB00097","Choriogonadotropin beta chain precursor"
"DB00097","Chorionic gonadotrophin beta subunit"
"DB00098","Thymoglobulin"
"DB00099","G-CSF"
"DB00099","Granulocyte colony-stimulating factor precursor"
"DB00099","Lenograstim"
"DB00099","Pluripoietin"
"DB00100","Christmas factor"
"DB00100","Coagulation factor IX precursor"
"DB00100","PTC"
"DB00100","Plasma thromboplastin component"
"DB00102","PDGF B-chain"
"DB00102","PDGF-2"
"DB00102","Platelet-derived growth factor B chain precursor"
"DB00102","Platelet-derived growth factor beta polypeptide"
"DB00102","becaplermin"
"DB00102","c-sis"
"DB00103","Agalsidase alfa"
"DB00103","Alpha-D- galactoside galactohydrolase"
"DB00103","Alpha-D-galactosidase A"
"DB00103","Alpha-galactosidase A precursor"
"DB00103","Melibiase"
"DB00103","agalsidase beta"
"DB00104","Octreotida [Spanish]"
"DB00104","Octreotide acetate"
"DB00104","Octreotidum [Latin]"
"DB00104","Octrotide"
"DB00105","Interferon alfa-2b"
"DB00105","rIFN-alpha-2b"
"DB00106","abarelix"
"DB00107","Pitocin"
"DB00107","Syntocinon"
"DB00108","Anti-VLA4"
"DB00108","Anti-alpha4 integrin"
"DB00108","natalizumab"
"DB00109","Envelope polyprotein GP160 precursor [Contains: Exterior membrane glycoprotein,GP120, Transmembrane glycoprotein,GP41]"
"DB00109","enfuvirtide"
"DB00110","Synagis"
"DB00110","anti-RSV"
"DB00110","palivizumab"
"DB00111","Anti-IL-2"
"DB00111","Humanized antiCD25"
"DB00111","Ig gamma-1 chain C region"
"DB00112","Avastin"
"DB00112","R-435"
"DB00112","antiVEGF"
"DB00112","bevacizumab"
"DB00113","CEA-Scan"
"DB00113","arcitumomab"
"DB00114","Codecarboxylase"
"DB00114","PLP"
"DB00114","Pyridoxal 5'-phosphate"
"DB00114","Pyridoxal 5-phosphate"
"DB00114","Pyridoxal P"
"DB00114","Pyridoxal-5P"
"DB00114","Pyridoxal-P"
"DB00114","Pyromijin"
"DB00114","Vitamin B6"
"DB00115","Cyanocob(III)alamin"
"DB00115","Vitamin B12"
"DB00115","Vitamin B12 complex"
"DB00116","(6S)-tetrahydrofolate"
"DB00116","5,6,7,8-tetrahydrofolate"
"DB00116","5,6,7,8-tetrahydrofolic acid"
"DB00116","FH4"
"DB00116","H4PteGlu"
"DB00116","N-(4-(((2-Amino-1,4,5,6,7,8-hexahydro-4-oxo-6-pteridinyl)methyl)amino)benzoyl)glutamic acid"
"DB00116","THF"
"DB00116","folate-H4"
"DB00116","tetra-H-folate"
"DB00116","tetrahydrafolate"
"DB00116","tetrahydrofolate"
"DB00116","tetrahydropteroyl mono-L-glutamate"
"DB00116","tetrahydropteroylglutamate"
"DB00116","th-folate"
"DB00117","(S)-4-(2-Amino-2-carboxyethyl)imidazole"
"DB00117","(S)-Histidine"
"DB00117","(S)-a-Amino-1H-imidazole-4-propanoic acid"
"DB00117","(S)-alpha-Amino-1H-imidazole-4-propionic acid"
"DB00117","Glyoxaline-5-alanine"
"DB00117","Histidine"
"DB00117","L-(-)-Histidine"
"DB00118","Acylcarnitine"
"DB00118","AdoMet"
"DB00118","S-Adenosyl-L-methionine"
"DB00118","SAM"
"DB00118","SAM-e"
"DB00119","2-Oxopropanoate"
"DB00119","2-Oxopropanoic acid"
"DB00119","2-Oxopropionic acid"
"DB00119","Acetylformic acid"
"DB00119","BTS"
"DB00119","Pyroracemic acid"
"DB00119","Pyruvate"
"DB00119","a-Ketopropionic acid"
"DB00120","(S)-alpha-Amino-beta-phenylpropionic acid"
"DB00121","(+)-Biotin"
"DB00121","(+)-cis-Hexahydro-2-oxo-1H-thieno[3,4]imidazole-4-valeric acid"
"DB00121","Coenzyme R"
"DB00121","D(+)-Biotin"
"DB00121","D-Biotin"
"DB00121","Vitamin B7"
"DB00121","Vitamin H"
"DB00121","cis-(+)-Tetrahydro-2-oxothieno[3,4]imidazoline-4-valeric acid"
"DB00122","(2-Hydroxyethyl)trimethylammonium"
"DB00122","2-Hydroxy-N,N,N-trimethylethanaminium"
"DB00122","Bilineurine"
"DB00122","Choline cation"
"DB00122","Choline ion"
"DB00122","Cholinum"
"DB00123","2,6-diaminohexanoic acid"
"DB00123","L-lys"
"DB00123","LYS"
"DB00123","lysine"
"DB00123","lysine acid"
"DB00125","(S)-2-Amino-5-[(aminoiminomethyl)amino]pentanoic acid"
"DB00125","2-Amino-5-guanidinovaleric acid"
"DB00125","Arginine"
"DB00125","L-(+)-Arginine"
"DB00125","L-Arg"
"DB00125","L-a-Amino-d-guanidinovaleric acid"
"DB00126","AA"
"DB00126","Ascorbate"
"DB00126","Ascorbic Acid"
"DB00126","L-Ascorbate"
"DB00126","L-Ascorbic Acid"
"DB00126","L-Lyxoascorbic Acid"
"DB00126","L-Xyloascorbic Acid"
"DB00127","1, 4-Bis(aminopropyl)butanediamine"
"DB00127","4,9-Diaza-1,12-dodecanediamine"
"DB00127","4,9-Diazadodecane-1,12-diamine"
"DB00127","Spermin"
"DB00127","Spermine dihydrate"
"DB00128","(+)-Aspartic acid"
"DB00128","(2S)-Aspartic acid"
"DB00128","(L)-Aspartic acid"
"DB00128","(S)-Aminobutanedioic acid"
"DB00128","(S)-Aspartic acid"
"DB00128","Acide aspartique [INN-French]"
"DB00128","Acido aspartico [INN-Spanish]"
"DB00128","Acidum asparticum"
"DB00128","Aminosuccinic acid"
"DB00128","Asparagic acid"
"DB00128","Asparaginic acid"
"DB00128","Asparaginsaeure [German]"
"DB00128","Aspartate"
"DB00128","Aspartic acid"
"DB00128","H-Asp-OH"
"DB00128","L-(+)-Aspartic acid"
"DB00128","L-2-Aminobutanedioic acid"
"DB00128","L-Aminosuccinic acid"
"DB00128","L-Asparagic acid"
"DB00128","L-Asparaginic acid"
"DB00128","L-Asparaginsaeure"
"DB00128","L-Asparaginsyra"
"DB00128","L-Aspartinsaeure"
"DB00129","2,5-Diaminopentanoate"
"DB00129","2,5-Diaminopentanoic acid"
"DB00129","2,5-Diaminovaleric acid"
"DB00129","Ornithine"
"DB00130","2-Aminoglutaramic acid"
"DB00130","AES-14"
"DB00130","Glutamine"
"DB00130","L-glutamine"
"DB00131","5'-AMP"
"DB00131","5'-Adenosine monophosphate"
"DB00131","5'-Adenylic acid"
"DB00131","AMP"
"DB00131","Adenosine 5'-(dihydrogen phosphate)"
"DB00131","Adenosine 5'-monophosphate"
"DB00131","Adenosine 5'-phosphate"
"DB00131","Adenosine 5'-phosphoric acid"
"DB00131","Adenosine phosphate"
"DB00131","Adenosine-5'-Monophosphate"
"DB00131","Adenosine-5'-monophosphoric acid"
"DB00131","Adenosine-5-monophosphoric acid"
"DB00131","Adenylate"
"DB00131","Adenylic acid"
"DB00131","Phosphentaside"
"DB00132","(9Z,12Z,15Z)-Octadecatrienoic acid"
"DB00132","9,12,15-Octadecatrienoic acid"
"DB00132","ALA"
"DB00132","alpha-Linolenate"
"DB00132","linolenate"
"DB00133","(-)-Serine"
"DB00133","(S)-2-Amino-3-hydroxypropanoic acid"
"DB00133","(S)-Serine"
"DB00133","(S)-a-Amino-b-hydroxypropionic acid"
"DB00133","2-Amino-3-hydroxypropionic acid"
"DB00133","3-Hydroxyalanine"
"DB00133","L-(-)-Serine"
"DB00133","L-3-Hydroxy-2-aminopropionic acid"
"DB00133","L-Ser"
"DB00133","Serine"
"DB00133","b-Hydroxy-L-alanine"
"DB00134","(S)-2-Amino-4-(methylthio)butanoic acid"
"DB00134","2-Amino-4-(methylthio)butyric acid"
"DB00134","L-(-)-Methionine"
"DB00134","L-a-Amino-g-methylthiobutyric acid"
"DB00134","Methionine"
"DB00134","a-Amino-g-methylmercaptobutyric acid"
"DB00134","g-Methylthio-a-aminobutyric acid"
"DB00135","2-Amino-3-(p-hydroxyphenyl)propionic acid"
"DB00135","3-(p-Hydroxyphenyl)alanine"
"DB00135","Free-Form L-Tyrosine"
"DB00136","1,25-(OH)2D3"
"DB00136","1,25-dihydroxycholecalciferol"
"DB00137","(3R,3'R)-Beta,Beta-Carotene-3,3'-Diol, Lutein"
"DB00137","(3R,3'R,6'R)-Lutein"
"DB00137","(3R,3'R,6S)-4,5-Didehydro-5,6-Dihydro-Beta,Beta-Carotene-3,3'-Diol"
"DB00137","4,5-Didehydro-5,6-dihydro-beta,beta-carotene-3,3'-diol"
"DB00137","All-trans-(+)-Xanthophyll"
"DB00137","All-trans-Lutein"
"DB00137","Carotenoid"
"DB00137","Lutein"
"DB00137","Lutein ester"
"DB00137","Luteine"
"DB00137","Phylloxanthin"
"DB00137","Vegetable lutein"
"DB00137","Vegetable luteol"
"DB00137","all-trans-Xanthophyll"
"DB00137","beta,epsilon-Carotene-3,3'-diol"
"DB00137","trans-Lutein"
"DB00138","(-)-Cystine"
"DB00138","Cysteine disulfide"
"DB00138","Cystine acid"
"DB00138","L-Dicysteine"
"DB00138","L-alpha-Diamino-beta-dithiolactic acid"
"DB00139","1,2-Ethanedicarboxylic acid"
"DB00139","Acid of amber"
"DB00139","Amber acid"
"DB00139","Asuccin"
"DB00139","Bernsteinsaure"
"DB00139","Butanedioic acid"
"DB00139","Butanedionic acid"
"DB00139","Dicarboxylic acid"
"DB00139","Dihydrofumaric acid"
"DB00139","Ethanedicarboxylic acid"
"DB00139","Ethylene succinic acid"
"DB00139","Ethylenesuccinic acid"
"DB00139","Sal succini"
"DB00139","Spirit of amber"
"DB00139","Succinate"
"DB00139","Succinellite"
"DB00139","Succinicum acidum"
"DB00139","Succinicun acidum"
"DB00140","Lactoflavin"
"DB00140","Lactoflavine"
"DB00140","Riboflavina [INN-Spanish]"
"DB00140","Riboflavine [INN-French]"
"DB00140","Riboflavinum [INN-Latin]"
"DB00140","Russupteridine Yellow III"
"DB00140","Vitamin B2"
"DB00140","Vitamin Bi"
"DB00140","Vitamin G"
"DB00141","2-Acetamido-2-deoxy-D-glucose"
"DB00141","GlcNAc"
"DB00141","Glucosamine Complex"
"DB00141","N-Acetylchitosamine"
"DB00141","NAG"
"DB00142","(2S)-2-Aminopentanedioic acid"
"DB00142","(S)-(+)-Glutamic acid"
"DB00142","(S)-2-Aminopentanedioic acid"
"DB00142","(S)-Glutamic acid"
"DB00142","1-Aminopropane-1,3-dicarboxylic acid"
"DB00142","2-Aminoglutaric acid"
"DB00142","2-Aminopentanedioic acid"
"DB00142","Glutamic acid"
"DB00142","Glutaminic acid"
"DB00142","L-(+)-Glutamic acid"
"DB00142","L-Glutamate"
"DB00142","L-Glutaminic acid"
"DB00142","L-a-Aminoglutaric acid"
"DB00142","a-Aminoglutaric acid"
"DB00142","a-Glutamic acid"
"DB00143","5-L-Glutamyl-L-cysteinylglycine"
"DB00143","GSH"
"DB00143","Gluthathione"
"DB00143","N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine"
"DB00143","gamma-L-Glutamyl-L-cysteinyl-glycine"
"DB00144","1,2-Diacyl-sn-glycerol 3-phospho-L-serine"
"DB00144","3-O-sn-Phosphatidyl-L-serine"
"DB00144","O3-Phosphatidyl-L-serine"
"DB00144","PS"
"DB00144","Phosphatidyl-L-serine"
"DB00145","2-Aminoacetic acid"
"DB00145","Aminoacetic acid"
"DB00145","Aminoethanoic acid"
"DB00145","Gly"
"DB00146","Calcifediol"
"DB00146","Calcifediol Anhydrous"
"DB00146","Calcifediolum [INN-Latin]"
"DB00146","Calcifidiol"
"DB00147","PL"
"DB00147","Pyridoxaldehyde"
"DB00147","Vitamin B6 hydrochloride"
"DB00148","(alpha-Methylguanido)acetic acid"
"DB00148","Creatine (8CI)"
"DB00148","Creatine, hydrate"
"DB00148","Methylguanidoacetic acid"
"DB00148","N-Amidinosarcosine"
"DB00148","N-Methyl-N-guanylglycine"
"DB00149","(2S)-2-Amino-4-methylpentanoic acid"
"DB00149","(S)-(+)-Leucine"
"DB00149","(S)-2-Amino-4-methylpentanoic acid"
"DB00149","(S)-2-Amino-4-methylvaleric acid"
"DB00149","(S)-Leucine"
"DB00149","1-Leucine"
"DB00149","2-Amino-4-methylpentanoic acid"
"DB00149","2-Amino-4-methylvaleric acid"
"DB00149","L-(+)-Leucine"
"DB00149","L-(-)-2-Amino-4-methylpentanoic acid"
"DB00149","L-a-Aminoisocaproic acid"
"DB00149","Leu"
"DB00149","Leucin"
"DB00149","Leucine"
"DB00149","alpha-Amino-gamma-methylvaleric acid"
"DB00149","alpha-Aminoisocaproic acid"
"DB00150","(-)-Tryptophan"
"DB00150","(S)-Tryptophan"
"DB00150","(S)-a-Amino-1H-indole-3-propanoic acid"
"DB00150","(S)-a-Amino-b-indolepropionic acid"
"DB00150","(S)-a-Aminoindole-3-propionic acid"
"DB00150","2-Amino-3-indolylpropanoic acid"
"DB00150","3-Indol-3-ylalanine"
"DB00150","L-(-)-Tryptophan"
"DB00150","L-Tryptophane"
"DB00150","Tryptophan"
"DB00150","Tryptophane"
"DB00150","alpha-Amino-beta-(3-indolyl)-propionic acid"
"DB00150","l-a-Aminoindole-3-propionic acid"
"DB00150","l-b-3-Indolylalanine"
"DB00151","(R)-2-Amino-3-mercaptopropanoic acid"
"DB00151","(R)-Cysteine"
"DB00151","2-Amino-3-mercaptopropionic acid"
"DB00151","3-mercapto-L-Alanine"
"DB00151","Cys"
"DB00151","Cystein"
"DB00151","Half-cystine"
"DB00151","L-(+)-Cysteine"
"DB00151","L-2-Amino-3-mercaptopropionic acid"
"DB00151","L-Cys"
"DB00151","Thioserine"
"DB00151","b-Mercaptoalanine"
"DB00151","carbocysteine"
"DB00152","Thiadoxine"
"DB00152","Thiamin"
"DB00152","Thiamine Hcl"
"DB00152","Vitamin B1"
"DB00153","Synthetic Vitamin D"
"DB00153","Vitamin D2"
"DB00154","(8E,11E,14E)-8,11,14-Icosatrienoic acid"
"DB00154","(Z,Z,Z)-8,11,14-Eicosatrienoic acid"
"DB00154","8,11,14-Eicosatrienoic Acid"
"DB00154","DGLA"
"DB00154","Dihomo-gamma-linolenic acid"
"DB00154","Homo-gamma-linolenic acid"
"DB00154","cis-8,11,14-Eicosatrienoic acid"
"DB00155","2-Amino-5-uredovaleric acid"
"DB00155","Citrulline"
"DB00155","N5-(Aminocarbonyl)ornithine"
"DB00155","N5-Carbamoyl-L-ornithine"
"DB00155","N5-carbamoylornithine"
"DB00155","N5-carbamylornithine"
"DB00155","Sitrulline"
"DB00155","delta-Ureidonorvaline"
"DB00156","(S)-Threonine"
"DB00156","2-Amino-3-hydroxybutyric acid"
"DB00156","L-(-)-Threonine"
"DB00156","Threonin"
"DB00156","Threonine"
"DB00156","[R-(R*,S*)]-2-Amino-3-hydroxybutanoic acid"
"DB00157","Coenzyme I, reduced"
"DB00157","Cozymase I, reduced"
"DB00157","DPN"
"DB00157","DPN+"
"DB00157","DPNH"
"DB00157","Diphosphopyridine nucleotide"
"DB00157","NAD+"
"DB00157","NAD-reduced"
"DB00157","NADH+H+"
"DB00157","NADH2"
"DB00157","Nicotinamide adenine dinucleotide"
"DB00157","Nicotinaminde-Adenine-Dinucleotide"
"DB00157","beta-DPNH"
"DB00157","beta-NADH"
"DB00157","dihydrodiphosphopyridine nucleotide"
"DB00157","dihydronicotinamide adenine dinucleotide"
"DB00157","diphosphopyridine nucleotide reduced"
"DB00157","nicotinamide adenine dinucleotide reduced"
"DB00158","Folate"
"DB00158","PGA"
"DB00158","Pteroyl-L-glutamic acid"
"DB00158","Pteroyl-L-monoglutamic acid"
"DB00158","Pteroylglutamic acid"
"DB00158","Pteroylmonoglutamic acid"
"DB00158","Vitamin B9"
"DB00158","Vitamin Bc"
"DB00158","Vitamin Be"
"DB00158","Vitamin M"
"DB00159","EPA"
"DB00159","Eicosapentaenoic acid"
"DB00159","Icosapentaenoic acid"
"DB00159","Timnodonic acid"
"DB00160","(2S)-2-Aminopropanoic acid"
"DB00160","(S)-(+)-Alanine"
"DB00160","(S)-2-Aminopropanoic acid"
"DB00160","(S)-Alanine"
"DB00160","2-Aminopropanoic acid"
"DB00160","2-Aminopropionic acid"
"DB00160","ALA"
"DB00160","Alanine"
"DB00160","L-(+)-Alanine"
"DB00160","L-2-Aminopropanoic acid"
"DB00160","L-2-Aminopropionic acid"
"DB00160","L-a-Alanine"
"DB00160","L-a-Aminopropionic acid"
"DB00160","a-Alanine"
"DB00160","a-Aminopropionic acid"
"DB00161","(2S)-2-Amino-3-methylbutanoic acid"
"DB00161","(S)-2-Amino-3-methylbutanoic acid"
"DB00161","(S)-2-Amino-3-methylbutyric acid"
"DB00161","(S)-Valine"
"DB00161","(S)-a-Amino-b-methylbutyric acid"
"DB00161","2-Amino-3-methylbutanoic acid"
"DB00161","2-Amino-3-methylbutyric acid"
"DB00161","L-(+)-a-Aminoisovaleric acid"
"DB00161","L-a-Amino-b-methylbutyric acid"
"DB00161","Valine"
"DB00162","All-trans-Retinyl alcohol"
"DB00162","All-trans-Vitamin A alcohol"
"DB00162","Retin-11,12-t2-ol (9CI)"
"DB00162","Retinol"
"DB00162","Vitamin A (Feed)"
"DB00162","Vitamin A Palmitate"
"DB00162","Vitamin A Solubilized"
"DB00162","Vitamin A alcohol"
"DB00162","Vitamin A cryst"
"DB00162","Vitamin A1"
"DB00162","Vitamin A1 alcohol"
"DB00162","[11,12-3H]-Retinol"
"DB00162","all-trans-Vitamin A"
"DB00162","all-trans-Vitamin A1"
"DB00162","all-trans-retinol"
"DB00162","beta-Retinol"
"DB00162","trans-Retinol"
"DB00162","trans-Vitamin A alcohol"
"DB00163","Tocopherol"
"DB00163","alpha-Tocopherol"
"DB00165","Adermin hydrochloride"
"DB00165","Adermine hydrochloride"
"DB00165","Aderomine hydrochloride"
"DB00165","Hexabione hydrochloride"
"DB00165","PN"
"DB00165","Pyridoxin hydrochloride"
"DB00165","Pyridoxine Chloride"
"DB00165","Pyridoxine HCl"
"DB00165","Pyridoxine hydrochloride"
"DB00165","Pyridoxine hydrogen chloride"
"DB00165","Pyridoxinium Chloride"
"DB00165","Pyridoxinum Hydrochloricum"
"DB00165","Pyridoxol hydrochloride"
