"id","name"
"DB00153","Ertron"
"DB00153","Fortodyl"
"DB00153","Geltabs"
"DB00153","Hi-Deratol"
"DB00153","Infron"
"DB00153","Metadee"
"DB00153","Mulsiferol"
"DB00153","Mykostin"
"DB00153","Novovitamin-D"
"DB00153","Oleovitamin D"
"DB00153","Oleovitamin D, Synthetic"
"DB00153","Oleovitamin D2"
"DB00153","Ostelin"
"DB00153","Radiostol"
"DB00153","Radstein"
"DB00153","Radsterin"
"DB00153","Rodine C"
"DB00153","Shock-Ferol"
"DB00153","Shock-Ferol Sterogyl"
"DB00153","Sterogyl"
"DB00153","Uvesterol-D"
"DB00153","Vio-D"
"DB00153","Viostdrol"
"DB00153","Viosterol"
"DB00153","Viosterol in Oil"
"DB00153","Vitavel-D"
"DB00154","Star GLA (GNC)"
"DB00154","Tona-lean 1000 CLA (Action Labs)"
"DB00157","Nadide"
"DB00158","Acifolic"
"DB00158","Apo-Folic"
"DB00158","Cytofol"
"DB00158","Dosfolat B activ"
"DB00158","Folacid"
"DB00158","Folacin"
"DB00158","Folbal"
"DB00158","Folcidin"
"DB00158","Foldine"
"DB00158","Folettes"
"DB00158","Foliamin"
"DB00158","Folicet"
"DB00158","Folipac"
"DB00158","Folsan"
"DB00158","Folsaure"
"DB00158","Folsav"
"DB00158","Folvite"
"DB00158","Folvron"
"DB00158","Incafolic"
"DB00158","Millafol"
"DB00162","A-Mulsal"
"DB00162","A-Sol"
"DB00162","A-Vi-Pel"
"DB00162","A-Vitan"
"DB00162","Acon"
"DB00162","Afaxin"
"DB00162","Agiolan"
"DB00162","Agoncal"
"DB00162","Alcovit A"
"DB00162","Alphalin"
"DB00162","Alphasterol"
"DB00162","Anatola"
"DB00162","Anatola A"
"DB00162","Anti-Infective vitamin"
"DB00162","Antixerophthalmic vitamin"
"DB00162","Aoral"
"DB00162","Apexol"
"DB00162","Apostavit"
"DB00162","Aquasol A"
"DB00162","Aquasol A Parenteral"
"DB00162","Aquasynth"
"DB00162","Atars"
"DB00162","Atav"
"DB00162","Avibon"
"DB00162","Avita"
"DB00162","Avitol"
"DB00162","Axerol"
"DB00162","Axerophthol"
"DB00162","Bentavit A"
"DB00162","Biosterol"
"DB00162","Chocola A"
"DB00162","Cylasphere"
"DB00162","Del-VI-A"
"DB00162","Disatabs Tabs"
"DB00162","Dofsol"
"DB00162","Dohyfral A"
"DB00162","Epiteliol"
"DB00162","Hi-A-Vita"
"DB00162","Homagenets Aoral"
"DB00162","Homagenets aorl"
"DB00162","Lard Factor"
"DB00162","M.V.C. 9+3"
"DB00162","M.V.I. Pediatric"
"DB00162","M.V.I.-12"
"DB00162","Mvc Plus"
"DB00162","Myvpack"
"DB00162","Nio-A-Let"
"DB00162","Oleovitamin A"
"DB00162","Ophthalamin"
"DB00162","Plivit A"
"DB00162","Prepalin"
"DB00162","Retrovitamin A"
"DB00162","Ro-a-vit"
"DB00162","Sehkraft A"
"DB00162","Solu-A"
"DB00162","Super A"
"DB00162","Testavol"
"DB00162","Testavol S"
"DB00162","Thalasphere"
"DB00162","Vaflol"
"DB00162","Vafol"
"DB00162","Veroftal"
"DB00162","Vi-Alpha"
"DB00162","Vi-Dom-A"
"DB00162","Vi-a"
"DB00162","Vio-A"
"DB00162","Vitavel A"
"DB00162","Vitpex"
"DB00162","Vogan"
"DB00162","Vogan-Neu"
"DB00162","Vogan-nu"
"DB00162","Zineb"
"DB00162","Zineb 80"
"DB00162","Zinosan N"
"DB00162","alin"
"DB00162","asterol"
"DB00162","tROL"
"DB00163","Amino-Opti-E"
"DB00163","Aquasol E"
"DB00163","Daltose"
"DB00163","E-200 I.U. Softgels"
"DB00163","E-Complex-600"
"DB00163","E-Ferol"
"DB00163","E-Vitamin succinate"
"DB00163","Gordo-Vite E"
"DB00163","Vitamin Plus E Softgells"
"DB00163","Vitec"
"DB00165","Aderoxine"
"DB00165","Alestrol"
"DB00165","Becilan"
"DB00165","Beesix"
"DB00165","Benadon"
"DB00165","Bonasanit"
"DB00165","Campoviton 6"
"DB00165","Gravidox"
"DB00165","Hexa-Betalin"
"DB00165","Hexavibex"
"DB00165","Hexermin"
"DB00165","Hexermine"
"DB00165","Hexobion"
"DB00165","Hydoxin"
"DB00165","Nestrex"
"DB00165","Pydox"
"DB00165","Pyridipca"
"DB00165","Pyridox"
"DB00165","Pyridoxine-HCl Microencapsulated"
"DB00165","Rodex TD"
"DB00165","Tex Six T.R."
"DB00165","Vitamin B6"
"DB00165","Vitaped"
"DB00166","Biletan"
"DB00166","Heparlipon"
"DB00166","Thioctsan"
"DB00168","Canderel"
"DB00168","Equal"
"DB00168","Nutrasweet"
"DB00168","Tri-sweet"
"DB00169","Calciol"
"DB00169","Delsterol"
"DB00169","Delta-D"
"DB00169","Deparal"
"DB00169","Ebivit"
"DB00169","Micro-Dee"
"DB00169","Oleovitamin D3"
"DB00169","Provitamin D3"
"DB00169","Provitamine"
"DB00169","Provitina"
"DB00169","Ricketon"
"DB00169","Trivitan"
"DB00169","Vigantol"
"DB00169","Vigorsan"
"DB00170","Kappaxin"
"DB00170","Kayklot"
"DB00170","Klottone"
"DB00170","Kolklot"
"DB00170","Panosine"
"DB00170","Synkavite"
"DB00170","Synkayvite"
"DB00171","Adephos"
"DB00171","Adetol"
"DB00171","Adynol"
"DB00171","Atipi"
"DB00171","Atriphos"
"DB00171","Cardenosine"
"DB00171","Fosfobion"
"DB00171","Glucobasin"
"DB00171","Myotriphos"
"DB00171","Phosphobion"
"DB00171","Striadyne"
"DB00171","Triadenyl"
"DB00171","Triphosphaden"
"DB00173","Leuco-4"
"DB00173","Pedatisectine B"
"DB00174","Agedoite"
"DB00174","Altheine"
"DB00174","Crystal VI"
"DB00175","Compactin"
"DB00175","Elisor"
"DB00175","Lipostat"
"DB00175","Mevalotin"
"DB00175","Mevastatin"
"DB00175","Mevinolin"
"DB00175","Oliprevin"
"DB00175","Pravachol"
"DB00175","Pravaselect"
"DB00175","Selectin"
"DB00175","Selipran"
"DB00175","Vasten"
"DB00176","Dumirox"
"DB00176","Faverin"
"DB00176","Fevarin"
"DB00176","Floxyfral"
"DB00176","Luvox"
"DB00176","Maveral"
"DB00177","Diovan"
"DB00177","Diovan HCT"
"DB00177","Valsarran"
"DB00178","Acovil"
"DB00178","Altace"
"DB00178","Carasel"
"DB00178","Cardace"
"DB00178","Delix"
"DB00178","Hytren"
"DB00178","Lostapres"
"DB00178","Pramace"
"DB00178","Quark"
"DB00178","Ramace"
"DB00178","Triatec"
"DB00178","Tritace"
"DB00178","Unipril"
"DB00178","Vesdil"
"DB00179","Actinex"
"DB00180","Aerobid"
"DB00180","Bronalide"
"DB00180","Lunis"
"DB00180","Nasalide"
"DB00180","Nasarel"
"DB00180","Rhinalar"
"DB00180","Synaclyn"
"DB00180","Syntaris"
"DB00181","Apo-Baclofen"
"DB00181","Baclon"
"DB00181","Kemstro"
"DB00181","Lioresal"
"DB00181","Lioresal Intrathecal"
"DB00181","Novo-Baclofen"
"DB00181","Nu-Baclofen"
"DB00181","Pms-Baclofen"
"DB00182","Actedron"
"DB00182","Adipan"
"DB00182","Allodene"
"DB00182","Anorexide"
"DB00182","Anorexine"
"DB00182","Benzebar"
"DB00182","Benzedrine"
"DB00182","Benzolone"
"DB00182","Desoxyn"
"DB00182","Dexampex"
"DB00182","Dexedrine"
"DB00182","Dextrostat"
"DB00182","Elastonon"
"DB00182","Fenamin"
"DB00182","Ferndex"
"DB00182","Finam"
"DB00182","Isoamycin"
"DB00182","Isoamyne"
"DB00182","Isomyn"
"DB00182","Mecodrin"
"DB00182","Methampex"
"DB00182","Norephedrane"
"DB00182","Novydrine"
"DB00182","Oktedrin"
"DB00182","Ortedrine"
"DB00182","Paredrine"
"DB00182","Percomon"
"DB00182","Phenamine"
"DB00182","Phenedrine"
"DB00182","Profamina"
"DB00182","Propisamine"
"DB00182","Psychedrine"
"DB00182","Raphetamine"
"DB00182","Rhinalator"
"DB00182","Simpatedrin"
"DB00182","Simpatina"
"DB00182","Sympamin"
"DB00182","Sympamine"
"DB00182","Sympatedrine"
"DB00182","Weckamine"
"DB00183","Peptavlon"
"DB00184","Black Leaf"
"DB00184","Black Leaf 40"
"DB00184","Campbell's Nico-Soap"
"DB00184","Commit"
"DB00184","Destruxol Orchid Spray"
"DB00184","Emo-Nik"
"DB00184","Flux Maag"
"DB00184","Fumetobac"
"DB00184","Habitrol"
"DB00184","Mach-Nic"
"DB00184","Niagara P.A. Dust"
"DB00184","Nic-Sal"
"DB00184","Nico-Dust"
"DB00184","Nico-Fume"
"DB00184","Nicocide"
"DB00184","Nicoderm"
"DB00184","Nicoderm Cq"
"DB00184","Nicorette"
"DB00184","Nicorette Plus"
"DB00184","Nicotin"
"DB00184","Nicotina"
"DB00184","Nicotine Polacrilex"
"DB00184","Nicotrol"
"DB00184","Nicotrol Inhaler"
"DB00184","Nicotrol Ns"
"DB00184","Nikotin"
"DB00184","Nikotyna"
"DB00184","Ortho N-4 Dust"
"DB00184","Ortho N-5 Dust"
"DB00184","Prostep"
"DB00184","Tendust"
"DB00185","Evoxac"
"DB00185","Saligren"
"DB00186","Almazine"
"DB00186","Alzapam"
"DB00186","Anxiedin"
"DB00186","Aplacassee"
"DB00186","Ativan"
"DB00186","Bonatranquan"
"DB00186","Delormetazepam"
"DB00186","Emotival"
"DB00186","Idalprem"
"DB00186","Lorabenz"
"DB00186","Lorax"
"DB00186","Loraz"
"DB00186","Lorazepam Intensol"
"DB00186","Lorsilan"
"DB00186","Pro Dorm"
"DB00186","Psicopax"
"DB00186","Punktyl"
"DB00186","Quait"
"DB00186","Securit"
"DB00186","Sedatival"
"DB00186","Sedazin"
"DB00186","Somagerol"
"DB00186","Tavor"
"DB00186","Temesta"
"DB00186","Wypax"
"DB00187","Brevibloc"
"DB00187","Esmolol HCL"
"DB00187","Esmolol Hydrochloride"
"DB00188","Velcade"
"DB00189","Alvinol"
"DB00189","Arvynol"
"DB00189","Normonson"
"DB00189","Normosan"
"DB00189","Normoson"
"DB00189","Nostel"
"DB00189","Nromoson"
"DB00189","Placidil"
"DB00189","Placidyl"
"DB00189","Roeridorm"
"DB00189","Serenesil"
"DB00189","Serenil"
"DB00189","Serensil"
"DB00189","Serensiloline"
"DB00190","Atamet"
"DB00190","HMD"
"DB00190","Lodosin"
"DB00190","Lodosyn"
"DB00191","Adipex-P"
"DB00191","Duromine"
"DB00191","Fastin"
"DB00191","Inoamin"
"DB00191","Ionamin"
"DB00191","Linyl"
"DB00191","Lipopill"
"DB00191","Lonamin"
"DB00191","Mirapront"
"DB00191","Normephentermine"
"DB00191","Obenix"
"DB00191","Obestin-30"
"DB00191","Oby-Trim"
"DB00191","Omnibex"
"DB00191","Ona Mast"
"DB00191","Ona-Mast"
"DB00191","Phentercot"
"DB00191","Phentermine Resin 30"
"DB00191","Phentride"
"DB00191","Pre-Sate"
"DB00191","Pro-Fast"
"DB00191","Teramine"
"DB00191","Tora"
"DB00191","Uritone"
"DB00191","Wilpo"
